timestamp,event_type,client_ip,user_agent,extra
2025-11-17T15:49:06,get_questions,192.168.0.114,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{'amount': 1}
2025-11-17T15:50:06,get_questions,192.168.0.114,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{'amount': 1}
